bus_name,departure_time,pick_up_point,arrival_time,drop_of_point,start_point,destination,An toàn,Thông tin chính xác,Thông tin đầy đủ,Thái độ nhân viên,Tiện nghi & thoải mái,Chất lượng dịch vụ,Đúng giờ,rating_overall,review_count,number_of_seat,price_original,price_discounted,discounted_percentage,day,date,duration_m,route
Cúc Tùng,20:00:00,Other,05:15:00,Bến xe,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,34,444000000,350000000,21.0,Saturday,11-10-2025,555,Sài Gòn - Nha Trang
Quang Hạnh,20:30:00,Other,04:55:00,Bến xe,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.7,3.9,3.9,3.8,3.6,3.6,3.6,362,22,480000000,350000000,27.0,Saturday,11-10-2025,505,Sài Gòn - Nha Trang
Tài Phát Limousine,20:30:00,Bến xe,03:25:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.9,4.9,4.9,4.9,4.9,4.9,5.0,5.0,1170,24,520000000,450000000,13.0,Saturday,11-10-2025,415,Sài Gòn - Nha Trang
Liên Hưng,22:30:00,Other,07:00:00,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,490000000,380000000,22.0,Saturday,11-10-2025,510,Sài Gòn - Nha Trang
Liên Hưng,21:00:00,Other,06:30:00,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,490000000,350000000,29.0,Saturday,11-10-2025,570,Sài Gòn - Nha Trang
Liên Hưng,20:00:00,Bến xe,00:45:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,32,330000000,280000000,15.0,Saturday,11-10-2025,285,Sài Gòn - Nha Trang
Phúc An Express,22:30:00,Other,05:45:00,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,3425,22,470000000,470000000,0.0,Saturday,11-10-2025,435,Sài Gòn - Nha Trang
Tuấn Tú Express,21:00:00,Other,04:00:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.7,4.6,4.6,4.6,4.5,4.5,4.6,4.5,1392,34,550000000,320000000,42.0,Saturday,11-10-2025,420,Sài Gòn - Nha Trang
Liên Hưng,21:30:00,Other,07:39:00,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,34,330000000,280000000,15.0,Saturday,11-10-2025,609,Sài Gòn - Nha Trang
Phương Nam,22:45:00,Other,07:07:00,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.8,4.7,4.6,4.6,4.8,4.7,2431,22,440000000,440000000,0.0,Saturday,11-10-2025,502,Sài Gòn - Nha Trang
Tuấn Tú Express,12:50:00,Other,21:00:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.7,4.6,4.6,4.6,4.5,4.5,4.6,4.5,1392,34,550000000,320000000,42.0,Saturday,11-10-2025,490,Sài Gòn - Nha Trang
Cúc Tùng,23:30:00,Other,07:45:00,Bến xe,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,21,800000000,500000000,37.0,Saturday,11-10-2025,495,Sài Gòn - Nha Trang
Liên Hưng,07:30:00,Other,17:30:00,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,32,313000000,250000000,20.0,Saturday,11-10-2025,600,Sài Gòn - Nha Trang
Liên Hưng,21:30:00,Other,06:30:00,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,490000000,380000000,22.0,Saturday,11-10-2025,540,Sài Gòn - Nha Trang
Tuấn Tú Express,13:21:00,Other,21:31:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.7,4.6,4.6,4.6,4.5,4.5,4.6,4.5,1392,24,700000000,350000000,50.0,Saturday,11-10-2025,490,Sài Gòn - Nha Trang
Tuấn Tú Express,19:51:00,Other,04:01:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.7,4.6,4.6,4.6,4.5,4.5,4.6,4.5,1392,24,700000000,350000000,50.0,Saturday,11-10-2025,490,Sài Gòn - Nha Trang
Hà Linh,18:30:00,Other,03:30:00,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.4,4.3,4.3,4.2,4.0,4.0,4.8,4.1,1329,22,300000000,290000000,3.0,Saturday,11-10-2025,540,Sài Gòn - Nha Trang
Liên Hưng,21:00:00,Other,06:00:00,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,34,330000000,280000000,15.0,Saturday,11-10-2025,540,Sài Gòn - Nha Trang
Liên Hưng,22:45:00,Other,06:30:00,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,500000000,300000000,40.0,Saturday,11-10-2025,465,Sài Gòn - Nha Trang
Liên Hưng,20:15:00,Other,05:45:00,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,34,330000000,290000000,12.0,Saturday,11-10-2025,570,Sài Gòn - Nha Trang
Liên Hưng,20:00:00,Bến xe,02:30:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,32,330000000,280000000,15.0,Saturday,11-10-2025,390,Sài Gòn - Nha Trang
Liên Hưng,23:00:00,Other,07:00:00,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,490000000,380000000,22.0,Saturday,11-10-2025,480,Sài Gòn - Nha Trang
Khang Thịnh,18:50:00,Bến xe,03:15:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.3,1708,24,550000000,495000000,10.0,Saturday,11-10-2025,505,Sài Gòn - Nha Trang
Khang Thịnh,19:10:00,Other,03:30:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.3,1708,34,400000000,360000000,10.0,Saturday,11-10-2025,500,Sài Gòn - Nha Trang
Khang Thịnh,19:05:00,Bến xe,03:30:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.3,1708,34,400000000,360000000,10.0,Saturday,11-10-2025,505,Sài Gòn - Nha Trang
Phúc An Express,22:30:00,Other,05:55:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,3425,22,480000000,480000000,0.0,Saturday,11-10-2025,445,Sài Gòn - Nha Trang
Liên Hưng,09:30:00,Other,19:30:00,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,32,330000000,250000000,24.0,Saturday,11-10-2025,600,Sài Gòn - Nha Trang
Rạng Đông Buslines,19:30:00,Other,01:45:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.5,4.2,4.3,4.3,4.2,4.2,4.6,4.2,1481,24,600000000,480000000,20.0,Saturday,11-10-2025,375,Sài Gòn - Nha Trang
Liên Hưng,19:45:00,Other,02:30:00,Bến xe,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,500000000,420000000,16.0,Saturday,11-10-2025,405,Sài Gòn - Nha Trang
Rạng Đông Buslines,18:00:00,Bến xe,01:45:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.5,4.2,4.3,4.3,4.2,4.2,4.6,4.2,1481,24,600000000,480000000,20.0,Saturday,11-10-2025,465,Sài Gòn - Nha Trang
Rạng Đông Buslines,16:31:00,Other,22:46:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.5,4.2,4.3,4.3,4.2,4.2,4.6,4.2,1481,34,500000000,400000000,20.0,Saturday,11-10-2025,375,Sài Gòn - Nha Trang
Mạnh Hùng,16:30:00,Bến xe,02:25:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,2.8,300,4,330000000,330000000,0.0,Saturday,11-10-2025,595,Sài Gòn - Nha Trang
Khang Thịnh,18:55:00,Other,03:15:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.3,1708,24,550000000,495000000,10.0,Saturday,11-10-2025,500,Sài Gòn - Nha Trang
Mạnh Hùng,18:30:00,Văn phòng,01:10:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.1,289,4,310000000,310000000,0.0,Saturday,11-10-2025,400,Sài Gòn - Nha Trang
Phúc Yên,16:55:00,Other,01:40:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.6,741,34,290000000,290000000,0.0,Saturday,11-10-2025,525,Sài Gòn - Nha Trang
Tuấn Hiệp,01:20:00,Other,11:10:00,Bến xe,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.0,1234,36,280000000,280000000,0.0,Saturday,11-10-2025,590,Sài Gòn - Nha Trang
Phúc Yên,16:30:00,Bến xe,01:40:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.6,741,34,290000000,290000000,0.0,Saturday,11-10-2025,550,Sài Gòn - Nha Trang
Cúc Tùng,06:00:00,Văn phòng,16:05:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,32,388000000,300000000,23.0,Saturday,11-10-2025,605,Sài Gòn - Nha Trang
Nguyên Khang Limousine,20:00:00,Other,23:45:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,5.0,2,24,450000000,405000000,10.0,Saturday,11-10-2025,225,Sài Gòn - Nha Trang
Tài Phát Limousine,19:15:00,Other,02:05:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.9,4.9,4.9,4.9,4.9,4.9,5.0,5.0,1170,24,520000000,450000000,13.0,Saturday,11-10-2025,410,Sài Gòn - Nha Trang
Tài Phát Limousine,19:30:00,Other,02:05:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.9,4.9,4.9,4.9,4.9,4.9,5.0,5.0,1170,24,520000000,450000000,13.0,Saturday,11-10-2025,395,Sài Gòn - Nha Trang
Năm Rùm,16:10:00,Bến xe,02:00:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.9,287,40,200000000,200000000,0.0,Saturday,11-10-2025,590,Sài Gòn - Nha Trang
Nguyên Khang Limousine,18:15:00,Bến xe,23:45:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,5.0,2,24,450000000,405000000,10.0,Saturday,11-10-2025,330,Sài Gòn - Nha Trang
Tuấn Tú Express,18:01:00,Other,01:01:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.7,4.6,4.6,4.6,4.5,4.5,4.6,4.5,1392,24,700000000,350000000,50.0,Saturday,11-10-2025,420,Sài Gòn - Nha Trang
Tuấn Tú Express,14:00:00,Other,21:00:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.7,4.6,4.6,4.6,4.5,4.5,4.6,4.5,1392,34,550000000,320000000,42.0,Saturday,11-10-2025,420,Sài Gòn - Nha Trang
Tuấn Tú Express,21:01:00,Other,04:01:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.7,4.6,4.6,4.6,4.5,4.5,4.6,4.5,1392,24,700000000,350000000,50.0,Saturday,11-10-2025,420,Sài Gòn - Nha Trang
Tuấn Tú Express,14:31:00,Other,21:31:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.7,4.6,4.6,4.6,4.5,4.5,4.6,4.5,1392,24,700000000,350000000,50.0,Saturday,11-10-2025,420,Sài Gòn - Nha Trang
Tuấn Tú Express,16:50:00,Other,01:00:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.7,4.6,4.6,4.6,4.5,4.5,4.6,4.5,1392,34,550000000,320000000,42.0,Saturday,11-10-2025,490,Sài Gòn - Nha Trang
Tuấn Tú Express,19:50:00,Other,04:00:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.7,4.6,4.6,4.6,4.5,4.5,4.6,4.5,1392,34,550000000,320000000,42.0,Saturday,11-10-2025,490,Sài Gòn - Nha Trang
Tuấn Tú Express,18:00:00,Other,01:00:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.7,4.6,4.6,4.6,4.5,4.5,4.6,4.5,1392,34,550000000,320000000,42.0,Saturday,11-10-2025,420,Sài Gòn - Nha Trang
Tuấn Tú Express,16:51:00,Other,01:01:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.7,4.6,4.6,4.6,4.5,4.5,4.6,4.5,1392,24,700000000,350000000,50.0,Saturday,11-10-2025,490,Sài Gòn - Nha Trang
Phúc Yên,16:30:00,Bến xe,01:45:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.6,741,24,400000000,400000000,0.0,Saturday,11-10-2025,555,Sài Gòn - Nha Trang
Tuấn Tú Express,13:20:00,Other,21:30:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.7,4.6,4.6,4.6,4.5,4.5,4.6,4.5,1392,46,450000000,290000000,36.0,Saturday,11-10-2025,490,Sài Gòn - Nha Trang
Phương Anh,18:15:00,Other,03:15:00,Bến xe,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.3,248,44,350000000,315000000,10.0,Saturday,11-10-2025,540,Sài Gòn - Nha Trang
Liên Hưng,09:05:00,Other,16:30:00,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,490000000,300000000,39.0,Saturday,11-10-2025,445,Sài Gòn - Nha Trang
Quang Hạnh,18:30:00,Other,02:55:00,Bến xe,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.7,3.9,3.9,3.8,3.6,3.6,3.6,362,22,480000000,350000000,27.0,Saturday,11-10-2025,505,Sài Gòn - Nha Trang
Liên Hưng,07:00:00,Other,16:30:00,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,490000000,300000000,39.0,Saturday,11-10-2025,570,Sài Gòn - Nha Trang
Quang Hạnh,18:45:00,Other,03:25:00,Bến xe,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.7,3.9,3.9,3.8,3.6,3.6,3.6,362,22,480000000,350000000,27.0,Saturday,11-10-2025,520,Sài Gòn - Nha Trang
Liên Hưng,11:20:00,Other,18:45:00,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,490000000,300000000,39.0,Saturday,11-10-2025,445,Sài Gòn - Nha Trang
Quang Hạnh,18:15:00,Other,02:55:00,Bến xe,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.7,3.9,3.9,3.8,3.6,3.6,3.6,362,22,480000000,350000000,27.0,Saturday,11-10-2025,520,Sài Gòn - Nha Trang
Cúc Tùng,20:30:00,Bến xe,05:35:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,21,562000000,299000000,47.0,Saturday,11-10-2025,545,Sài Gòn - Nha Trang
Cúc Tùng,20:00:00,Other,05:00:00,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,34,444000000,350000000,21.0,Saturday,11-10-2025,540,Sài Gòn - Nha Trang
Dũng Thuỷ Express,18:00:00,Other,01:30:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.6,270,24,590000000,519200000,12.0,Saturday,11-10-2025,450,Sài Gòn - Nha Trang
Quang Hạnh,18:25:00,Other,03:25:00,Bến xe,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.7,3.9,3.9,3.8,3.6,3.6,3.6,362,22,480000000,350000000,27.0,Saturday,11-10-2025,540,Sài Gòn - Nha Trang
Cúc Tùng,23:30:00,Other,07:45:00,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,21,800000000,500000000,37.0,Saturday,11-10-2025,495,Sài Gòn - Nha Trang
Cúc Tùng,19:30:00,Văn phòng,05:35:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,21,562000000,299000000,47.0,Saturday,11-10-2025,605,Sài Gòn - Nha Trang
Hưng Thịnh,18:30:00,Other,03:00:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.9,4.8,4.9,4.9,4.8,4.8,5.0,4.9,91,24,550000000,450000000,18.0,Saturday,11-10-2025,510,Sài Gòn - Nha Trang
Hà Linh,19:15:00,Other,03:45:00,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.4,4.3,4.3,4.2,4.0,4.0,4.8,4.1,1329,32,390000000,280000000,28.0,Saturday,11-10-2025,510,Sài Gòn - Nha Trang
Cúc Tùng,04:00:00,Bến xe,15:05:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,32,388000000,300000000,23.0,Saturday,11-10-2025,665,Sài Gòn - Nha Trang
Cúc Tùng,20:30:00,Other,05:15:00,Bến xe,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,34,444000000,350000000,21.0,Saturday,11-10-2025,525,Sài Gòn - Nha Trang
Liên Hưng,18:30:00,Văn phòng,00:30:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,490000000,380000000,22.0,Saturday,11-10-2025,360,Sài Gòn - Nha Trang
Cúc Tùng,05:00:00,Văn phòng,15:05:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,32,388000000,300000000,23.0,Saturday,11-10-2025,605,Sài Gòn - Nha Trang
Liên Hưng,19:00:00,Bến xe,00:30:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,490000000,380000000,22.0,Saturday,11-10-2025,330,Sài Gòn - Nha Trang
Dũng Thuỷ Express,18:30:00,Bến xe,01:30:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.6,270,24,590000000,519200000,12.0,Saturday,11-10-2025,420,Sài Gòn - Nha Trang
Phúc An Express,20:15:00,Other,03:00:00,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,3425,32,300000000,300000000,0.0,Saturday,11-10-2025,405,Sài Gòn - Nha Trang
Quang Hạnh,19:55:00,Other,04:55:00,Bến xe,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.7,3.9,3.9,3.8,3.6,3.6,3.6,362,22,480000000,350000000,27.0,Saturday,11-10-2025,540,Sài Gòn - Nha Trang
Cúc Tùng,19:00:00,Văn phòng,05:05:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,32,388000000,300000000,23.0,Saturday,11-10-2025,605,Sài Gòn - Nha Trang
Phúc An Express,20:00:00,Văn phòng,03:10:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,3425,32,320000000,320000000,0.0,Saturday,11-10-2025,430,Sài Gòn - Nha Trang
Cúc Tùng,07:30:00,Bến xe,16:35:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,21,562000000,299000000,47.0,Saturday,11-10-2025,545,Sài Gòn - Nha Trang
Cúc Tùng,06:30:00,Văn phòng,16:35:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,21,562000000,299000000,47.0,Saturday,11-10-2025,605,Sài Gòn - Nha Trang
Cúc Tùng,06:00:00,Bến xe,15:05:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,32,388000000,300000000,23.0,Saturday,11-10-2025,545,Sài Gòn - Nha Trang
Phúc An Express,20:45:00,Other,03:10:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,3425,32,320000000,320000000,0.0,Saturday,11-10-2025,385,Sài Gòn - Nha Trang
Cúc Tùng,07:00:00,Bến xe,16:05:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,32,388000000,300000000,23.0,Saturday,11-10-2025,545,Sài Gòn - Nha Trang
Tín Phát Limousine,18:00:00,Other,01:15:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.9,4.9,4.9,4.9,4.9,4.9,4.8,4.9,54,24,450000000,405000000,10.0,Saturday,11-10-2025,435,Sài Gòn - Nha Trang
Ngàn Hà,18:30:00,Văn phòng,01:55:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.8,61,22,500000000,400000000,20.0,Saturday,11-10-2025,445,Sài Gòn - Nha Trang
Liên Hưng,19:45:00,Other,23:45:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,490000000,380000000,22.0,Saturday,11-10-2025,240,Sài Gòn - Nha Trang
Liên Hưng,20:00:00,Other,05:50:00,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,34,313000000,280000000,11.0,Saturday,11-10-2025,590,Sài Gòn - Nha Trang
Cúc Tùng,06:30:00,Bến xe,16:35:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,21,562000000,299000000,47.0,Saturday,11-10-2025,605,Sài Gòn - Nha Trang
Phúc An Express,20:15:00,Other,03:10:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.8,4.7,4.7,4.7,4.6,4.6,4.7,4.7,3425,32,320000000,320000000,0.0,Saturday,11-10-2025,415,Sài Gòn - Nha Trang
Cúc Tùng,05:00:00,Bến xe,15:05:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.9,4.0,3.9,3.9,3.7,4.2,3.8,2763,32,388000000,300000000,23.0,Saturday,11-10-2025,605,Sài Gòn - Nha Trang
Liên Hưng,20:20:00,Other,00:45:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,32,330000000,280000000,15.0,Saturday,11-10-2025,265,Sài Gòn - Nha Trang
Liên Hưng,19:20:00,Other,01:30:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,21,490000000,380000000,22.0,Saturday,11-10-2025,370,Sài Gòn - Nha Trang
Quang Hạnh,17:55:00,Other,02:55:00,Bến xe,Sài Gòn,Nha Trang - Khánh Hoà,4.1,3.7,3.9,3.9,3.8,3.6,3.6,3.6,362,22,480000000,350000000,27.0,Saturday,11-10-2025,540,Sài Gòn - Nha Trang
Liên Hưng,20:00:00,Bến xe,01:30:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,32,330000000,280000000,15.0,Saturday,11-10-2025,330,Sài Gòn - Nha Trang
Liên Hưng,20:00:00,Other,05:30:00,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,32,330000000,280000000,15.0,Saturday,11-10-2025,570,Sài Gòn - Nha Trang
Mạnh Hùng,18:50:00,Văn phòng,01:30:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,3.1,289,24,500000000,500000000,0.0,Saturday,11-10-2025,400,Sài Gòn - Nha Trang
Liên Hưng,20:20:00,Other,02:30:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,32,330000000,280000000,15.0,Saturday,11-10-2025,370,Sài Gòn - Nha Trang
Bốn Luyện Express,22:10:00,Other,05:10:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.1,244,24,660000000,660000000,0.0,Saturday,11-10-2025,420,Sài Gòn - Nha Trang
Bốn Luyện Express,22:18:00,Other,05:18:00,Other,Sài Gòn,Nha Trang - Khánh Hoà,4.4927631578947365,4.368640350877193,4.431578947368421,4.356798245614035,4.289254385964912,4.215131578947368,4.448026315789474,4.1,244,34,420000000,420000000,0.0,Saturday,11-10-2025,420,Sài Gòn - Nha Trang
Liên Hưng,19:00:00,Other,05:00:00,Văn phòng,Sài Gòn,Nha Trang - Khánh Hoà,4.3,4.2,4.3,4.1,4.0,3.9,4.2,4.0,12922,34,313000000,280000000,11.0,Saturday,11-10-2025,600,Sài Gòn - Nha Trang
