bus_name,bus_rating,seat_type,departure_time,pick_up_point,duration,arrival_time,drop_of_point,departure_date,original_price,sale_price,percent_discount,notification,An toàn,Thông tin chính xác,Thông tin đầy đủ,Thái độ nhân viên,Tiện nghi & thoải mái,Chất lượng dịch vụ,Đúng giờ,start_point,destination,bus_rating_score,bus_rating_count
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,7:00,• Bến xe Nước Ngầm,3h,10:00,• Bến xe phía bắc Thanh Hóa,,230000.0,230000.0,0,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,6:00,• Bến xe Nước Ngầm,3h,9:00,• Bến xe phía bắc Thanh Hóa,,230000.0,230000.0,0,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,9:00,• Bến xe Nước Ngầm,3h,12:00,• Bến xe phía bắc Thanh Hóa,,230000.0,230000.0,0,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,10:00,• Bến xe Nước Ngầm,3h,13:00,• Bến xe Thọ Xuân,,230000.0,200000.0,-13,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,9:00,• Bến xe Nước Ngầm,3h,12:00,• Bến xe Thọ Xuân,,230000.0,200000.0,-13,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,10:30,• Bến xe Nước Ngầm,3h30m,14:00,• Văn Phòng Nghi Sơn,,230000.0,230000.0,0,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,7:00,• Bến xe Nước Ngầm,3h,10:00,• Bến xe khách Triệu Sơn,,230000.0,200000.0,-13,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,5:30,• Bến xe Nước Ngầm,3h30m,9:00,• Văn Phòng Nghi Sơn,,230000.0,230000.0,0,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Vĩnh Quang,4.8 (25),Limousine 10 chỗ,15:30,• VP 64 Võ Chí Công,3h25m,18:55,• VP Thanh Hóa - 143 Lê Hồng Phong,,170000.0,170000.0,0,,5.0,4.8,4.9,4.9,4.9,4.9,4.8,Hà Nội,Thanh Hóa,4.8,25
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,8:00,• Bến xe Nước Ngầm,3h,11:00,• Bến xe khách Triệu Sơn,,230000.0,200000.0,-13,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,8:00,• Bến xe Nước Ngầm,3h,11:00,• Bến xe khách Sầm Sơn,,230000.0,230000.0,0,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Vĩnh Quang,4.8 (25),Limousine 10 chỗ,5:30,• VP 64 Võ Chí Công,3h25m,8:55,• VP Thanh Hóa - 143 Lê Hồng Phong,,170000.0,170000.0,0,,5.0,4.8,4.9,4.9,4.9,4.9,4.8,Hà Nội,Thanh Hóa,4.8,25
Vĩnh Quang,4.8 (25),Limousine 10 chỗ,13:30,• VP 64 Võ Chí Công,3h25m,16:55,• VP Thanh Hóa - 143 Lê Hồng Phong,,170000.0,170000.0,0,,5.0,4.8,4.9,4.9,4.9,4.9,4.8,Hà Nội,Thanh Hóa,4.8,25
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,10:00,• Bến xe Nước Ngầm,3h,13:00,• Bến xe khách Sầm Sơn,,230000.0,230000.0,0,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Vĩnh Quang,4.8 (25),Limousine 10 chỗ,19:30,• VP 64 Võ Chí Công,3h25m,22:55,• VP Thanh Hóa - 143 Lê Hồng Phong,,170000.0,170000.0,0,,5.0,4.8,4.9,4.9,4.9,4.9,4.8,Hà Nội,Thanh Hóa,4.8,25
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,7:00,• Bến xe Nước Ngầm,3h,10:00,• Bến xe khách Sầm Sơn,,230000.0,230000.0,0,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,6:00,• Bến xe Nước Ngầm,3h,9:00,• Bến xe Thọ Xuân,,230000.0,200000.0,-13,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,10:00,• Bến xe Nước Ngầm,3h,13:00,• Bến xe khách Triệu Sơn,,230000.0,200000.0,-13,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,6:00,• Bến xe Nước Ngầm,3h,9:00,• Bến xe khách Triệu Sơn,,230000.0,200000.0,-13,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,4:30,• Bến xe Nước Ngầm,3h30m,8:00,• Văn Phòng Nghi Sơn,,230000.0,230000.0,0,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,5:30,• Bến xe Nước Ngầm,3h,8:30,• Văn Phòng Quảng Xương,,230000.0,230000.0,0,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,7:30,• Bến xe Nước Ngầm,3h,10:30,• Văn Phòng Quảng Xương,,230000.0,230000.0,0,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,8:30,• Bến xe Nước Ngầm,3h30m,12:00,• Văn Phòng Nghi Sơn,,230000.0,230000.0,0,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,9:30,• Bến xe Nước Ngầm,3h,12:30,• Văn Phòng Quảng Xương,,230000.0,230000.0,0,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,10:00,• Bến xe Nước Ngầm,3h,13:00,• Bến xe phía bắc Thanh Hóa,,230000.0,230000.0,0,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,10:30,• Bến xe Nước Ngầm,3h,13:30,• Văn Phòng Quảng Xương,,230000.0,230000.0,0,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,6:30,• Bến xe Nước Ngầm,3h,9:30,• Văn Phòng Quảng Xương,,230000.0,230000.0,0,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,8:30,• Bến xe Nước Ngầm,3h,11:30,• Văn Phòng Quảng Xương,,230000.0,230000.0,0,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Nam Quỳnh Anh,4.2 (2035),Limousine 24 phòng VIP,16:50,• Bến xe Nước Ngầm,3h15m,20:05,• Big C Thanh Hóa,,350000.0,350000.0,0,,4.5,4.3,4.5,4.2,4.2,4.2,4.7,Hà Nội,Thanh Hóa,4.2,2035
Nam Quỳnh Anh,4.2 (2035),Limousine 22 phòng VIP,23:55,• Bến xe Nước Ngầm,3h15m,3:10,• Big C Thanh Hóa,(16/10),350000.0,350000.0,0,,4.5,4.3,4.5,4.2,4.2,4.2,4.7,Hà Nội,Thanh Hóa,4.2,2035
Nam Quỳnh Anh,4.2 (2035),Limousine 22 phòng VIP,15:20,• Bến xe Nước Ngầm,3h15m,18:35,• Big C Thanh Hóa,,350000.0,350000.0,0,,4.5,4.3,4.5,4.2,4.2,4.2,4.7,Hà Nội,Thanh Hóa,4.2,2035
Nam Quỳnh Anh,4.2 (2035),Limousine 22 phòng VIP,23:30,• Bến xe Nước Ngầm,3h15m,2:45,• Big C Thanh Hóa,(16/10),350000.0,350000.0,0,,4.5,4.3,4.5,4.2,4.2,4.2,4.7,Hà Nội,Thanh Hóa,4.2,2035
Nam Quỳnh Anh,4.2 (2035),Limousine 20 phòng VIP,12:05,• Bến xe Nước Ngầm,3h15m,15:20,• Big C Thanh Hóa,,350000.0,350000.0,0,,4.5,4.3,4.5,4.2,4.2,4.2,4.7,Hà Nội,Thanh Hóa,4.2,2035
Duy Khánh Limousine,3.8 (656),Cabin đôi 24 phòng,16:45,• VP 16 Hàng Chĩnh,5h15m,22:00,• Văn Phòng Thanh Hóa,,350000.0,350000.0,0,,4.0,4.0,4.1,4.0,3.9,3.8,4.1,Hà Nội,Thanh Hóa,3.8,656
Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,9:00,• Bến xe Nước Ngầm,3h,12:00,• Bến xe khách Sầm Sơn,,230000.0,230000.0,0,,4.9,4.9,4.9,4.9,4.9,4.9,5.0,Hà Nội,Thanh Hóa,4.8,32
Vĩnh Quang,4.8 (25),Limousine 10 chỗ,7:30,• VP 64 Võ Chí Công,3h25m,10:55,• VP Thanh Hóa - 143 Lê Hồng Phong,,170000.0,170000.0,0,,5.0,4.8,4.9,4.9,4.9,4.9,4.8,Hà Nội,Thanh Hóa,4.8,25
Pu Luong Excursions,4.9 (16),Limousine 9 chỗ,6:40,• Phố Cổ Hà Nội,5h,11:40,• Gateway Inn Puluong,,350000.0,350000.0,0,,4.7,5.0,5.0,5.0,4.9,5.0,5.0,Hà Nội,Thanh Hóa,4.9,16
Nam Quỳnh Anh,4.2 (2035),Limousine 22 phòng VIP,0:30,• Bến xe Nước Ngầm,2h,2:30,• Big C Thanh Hóa,,350000.0,350000.0,0,,4.5,4.3,4.5,4.2,4.2,4.2,4.7,Hà Nội,Thanh Hóa,4.2,2035
Thành Trung Limousine,4 (113),Limousine 11 chỗ,10:15,• Sân bay Nội Bài - Sảnh nội địa,3h15m,13:30,• Văn phòng Nghi Sơn,,530000.0,510000.0,-4,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Thành Trung Limousine,4 (113),Limousine 11 chỗ,11:15,• Sân bay Nội Bài - Sảnh nội địa,3h15m,14:30,• Văn phòng Nghi Sơn,,530000.0,510000.0,-4,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Thành Trung Limousine,4 (113),Limousine 11 chỗ,12:15,• Sân bay Nội Bài - Sảnh nội địa,3h15m,15:30,• Văn phòng Nghi Sơn,,530000.0,510000.0,-4,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Thành Trung Limousine,4 (113),Limousine 11 chỗ,10:15,• Sân bay Nội Bài - Sảnh nội địa,2h45m,13:00,• Văn Phòng Thanh Hóa,,480000.0,460000.0,-4,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Thành Trung Limousine,4 (113),Limousine 11 chỗ,18:15,• Sân bay Nội Bài - Sảnh nội địa,3h15m,21:30,• Văn phòng Nghi Sơn,,530000.0,510000.0,-4,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Thành Trung Limousine,4 (113),Limousine 11 chỗ,8:15,• Sân bay Nội Bài - Sảnh nội địa,2h45m,11:00,• Văn Phòng Thanh Hóa,,480000.0,460000.0,-4,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Thành Trung Limousine,4 (113),Limousine 11 chỗ,8:15,• Sân bay Nội Bài - Sảnh nội địa,3h15m,11:30,• Văn phòng Nghi Sơn,,530000.0,510000.0,-4,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Thành Trung Limousine,4 (113),Limousine 11 chỗ,17:15,• Sân bay Nội Bài - Sảnh nội địa,2h45m,20:00,• Văn Phòng Thanh Hóa,,480000.0,460000.0,-4,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Thành Trung Limousine,4 (113),Limousine 11 chỗ,12:15,• Sân bay Nội Bài - Sảnh nội địa,2h45m,15:00,• Văn Phòng Thanh Hóa,,480000.0,460000.0,-4,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Thành Trung Limousine,4 (113),Limousine 11 chỗ,17:15,• Sân bay Nội Bài - Sảnh nội địa,3h15m,20:30,• Văn phòng Nghi Sơn,,530000.0,510000.0,-4,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Thành Trung Limousine,4 (113),Limousine 11 chỗ,14:15,• Sân bay Nội Bài - Sảnh nội địa,2h45m,17:00,• Văn Phòng Thanh Hóa,,480000.0,460000.0,-4,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Thành Trung Limousine,4 (113),Limousine 11 chỗ,15:15,• Sân bay Nội Bài - Sảnh nội địa,2h45m,18:00,• Văn Phòng Thanh Hóa,,480000.0,460000.0,-4,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Thành Trung Limousine,4 (113),Limousine 11 chỗ,16:15,• Sân bay Nội Bài - Sảnh nội địa,2h45m,19:00,• Văn Phòng Thanh Hóa,,480000.0,460000.0,-4,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Thành Trung Limousine,4 (113),Limousine 11 chỗ,16:15,• Sân bay Nội Bài - Sảnh nội địa,3h15m,19:30,• Văn phòng Nghi Sơn,,530000.0,510000.0,-4,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Thành Trung Limousine,4 (113),Limousine 11 chỗ,11:15,• Sân bay Nội Bài - Sảnh nội địa,2h45m,14:00,• Văn Phòng Thanh Hóa,,480000.0,460000.0,-4,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Thành Trung Limousine,4 (113),Limousine 11 chỗ,13:15,• Sân bay Nội Bài - Sảnh nội địa,2h45m,16:00,• Văn Phòng Thanh Hóa,,480000.0,460000.0,-4,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Thành Trung Limousine,4 (113),Limousine 11 chỗ,15:15,• Sân bay Nội Bài - Sảnh nội địa,3h15m,18:30,• Văn phòng Nghi Sơn,,530000.0,510000.0,-4,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Thành Trung Limousine,4 (113),Limousine 11 chỗ,18:15,• Sân bay Nội Bài - Sảnh nội địa,2h45m,21:00,• Văn Phòng Thanh Hóa,,480000.0,460000.0,-4,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Thành Trung Limousine,4 (113),Limousine 11 chỗ,14:15,• Sân bay Nội Bài - Sảnh nội địa,3h15m,17:30,• Văn phòng Nghi Sơn,,530000.0,510000.0,-4,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Thành Trung Limousine,4 (113),Limousine 11 chỗ,13:15,• Sân bay Nội Bài - Sảnh nội địa,3h15m,16:30,• Văn phòng Nghi Sơn,,530000.0,510000.0,-4,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Thành Trung Limousine,4 (113),Limousine 11 chỗ,19:15,• Sân bay Nội Bài - Sảnh nội địa,2h45m,22:00,• Văn Phòng Thanh Hóa,,480000.0,460000.0,-4,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Thành Trung Limousine,4 (113),Limousine 11 chỗ,19:15,• Sân bay Nội Bài - Sảnh nội địa,3h15m,22:30,• Văn phòng Nghi Sơn,,530000.0,510000.0,-4,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Thành Trung Limousine,4 (113),Limousine 11 chỗ,9:15,• Sân bay Nội Bài - Sảnh nội địa,2h45m,12:00,• Văn Phòng Thanh Hóa,,480000.0,460000.0,-4,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Thành Trung Limousine,4 (113),Limousine 11 chỗ,9:15,• Sân bay Nội Bài - Sảnh nội địa,3h15m,12:30,• Văn phòng Nghi Sơn,,530000.0,510000.0,-4,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Thành Trung Limousine,4 (113),Limousine 11 chỗ,22:15,• Sân bay Nội Bài - Sảnh nội địa,2h45m,1:00,• Văn Phòng Thanh Hóa,(16/10),480000.0,460000.0,-4,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Thành Trung Limousine,4 (113),Limousine 11 chỗ,22:15,• Sân bay Nội Bài - Sảnh nội địa,3h15m,1:30,• Văn phòng Nghi Sơn,(16/10),530000.0,510000.0,-4,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Thành Trung Limousine,4 (113),Limousine 11 chỗ,21:15,• Sân bay Nội Bài - Sảnh nội địa,3h15m,0:30,• Văn phòng Nghi Sơn,(16/10),530000.0,510000.0,-4,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Thành Trung Limousine,4 (113),Limousine 9 chỗ,6:15,• Sân bay Nội Bài - Sảnh nội địa,2h45m,9:00,• Văn Phòng Thanh Hóa,,480000.0,460000.0,-4,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Thành Trung Limousine,4 (113),Limousine 11 chỗ,21:15,• Sân bay Nội Bài - Sảnh nội địa,2h45m,0:00,• Văn Phòng Thanh Hóa,(16/10),480000.0,460000.0,-4,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Thành Trung Limousine,4 (113),Limousine 9 chỗ,6:15,• Sân bay Nội Bài - Sảnh nội địa,3h15m,9:30,• Văn phòng Nghi Sơn,,530000.0,510000.0,-4,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Nam Quỳnh Anh,4.2 (2035),Limousine giường phòng 32 chỗ,19:15,• Bến xe Nước Ngầm,2h,21:15,• Big C Thanh Hóa,,300000.0,300000.0,0,,4.5,4.3,4.5,4.2,4.2,4.2,4.7,Hà Nội,Thanh Hóa,4.2,2035
Nam Quỳnh Anh,4.2 (2035),Limousine giường phòng 32 chỗ,18:00,• Thăng Long Number One,3h15m,21:15,• Big C Thanh Hóa,,300000.0,300000.0,0,,4.5,4.3,4.5,4.2,4.2,4.2,4.7,Hà Nội,Thanh Hóa,4.2,2035
Thành Trung Limousine,4 (113),Limousine 11 chỗ,5:00,• Văn phòng Hà Nội,2h,7:00,• Văn Phòng Thanh Hóa,,230000.0,210000.0,-9,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Thành Trung Limousine,4 (113),Limousine 11 chỗ,6:00,• Văn phòng Hà Nội,2h,8:00,• Văn Phòng Thanh Hóa,,230000.0,210000.0,-9,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Thành Trung Limousine,4 (113),Limousine 11 chỗ,8:00,• Văn phòng Hà Nội,2h,10:00,• Văn Phòng Thanh Hóa,,230000.0,210000.0,-9,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Thành Trung Travel,4 (113),Limousine 24 cabin,19:30,• VP Mỹ Đình,3h15m,22:45,• VP Thanh Hóa,,250000.0,225000.0,-10,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Thành Trung Travel,4 (113),Limousine 24 cabin,20:30,• VP Mỹ Đình,3h15m,23:45,• VP Thanh Hóa,,250000.0,225000.0,-10,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Thành Trung Travel,4 (113),Limousine 24 cabin,16:00,• VP Mỹ Đình,3h15m,19:15,• VP Thanh Hóa,,250000.0,225000.0,-10,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Tiến Tiến,4 (11),Giường nằm 44 chỗ,7:20,• Bến xe Giáp Bát - quầy vé 22,2h30m,9:50,• Cây xăng Tiến Tiến,,330000.0,330000.0,0,,4.0,3.8,3.8,4.0,3.5,3.7,4.7,Hà Nội,Thanh Hóa,4.0,11
Tiến Tiến,4 (11),Giường nằm 44 chỗ,11:20,• Bến xe Giáp Bát - quầy vé 22,2h30m,13:50,• Cây xăng Tiến Tiến,,330000.0,330000.0,0,,4.0,3.8,3.8,4.0,3.5,3.7,4.7,Hà Nội,Thanh Hóa,4.0,11
Tiến Tiến,4 (11),Giường nằm 44 chỗ,13:50,• Bến xe Giáp Bát - quầy vé 22,2h30m,16:20,• Cây xăng Tiến Tiến,,330000.0,330000.0,0,,4.0,3.8,3.8,4.0,3.5,3.7,4.7,Hà Nội,Thanh Hóa,4.0,11
Tiến Tiến,4 (11),Giường nằm 44 chỗ,8:50,• Bến xe Giáp Bát - quầy vé 22,2h30m,11:20,• Cây xăng Tiến Tiến,,330000.0,330000.0,0,,4.0,3.8,3.8,4.0,3.5,3.7,4.7,Hà Nội,Thanh Hóa,4.0,11
Tiến Tiến,4 (11),Giường nằm 44 chỗ,15:50,• Bến xe Giáp Bát - quầy vé 22,2h30m,18:20,• Cây xăng Tiến Tiến,,330000.0,330000.0,0,,4.0,3.8,3.8,4.0,3.5,3.7,4.7,Hà Nội,Thanh Hóa,4.0,11
Tiến Tiến,4 (11),Giường nằm 44 chỗ,17:50,• Bến xe Giáp Bát - quầy vé 22,2h30m,20:20,• Cây xăng Tiến Tiến,,330000.0,330000.0,0,,4.0,3.8,3.8,4.0,3.5,3.7,4.7,Hà Nội,Thanh Hóa,4.0,11
Tiến Tiến,4 (11),Giường nằm 44 chỗ,19:10,• Bến xe Giáp Bát - quầy vé 22,2h30m,21:40,• Cây xăng Tiến Tiến,,330000.0,330000.0,0,,4.0,3.8,3.8,4.0,3.5,3.7,4.7,Hà Nội,Thanh Hóa,4.0,11
Tiến Tiến,4 (11),Giường nằm 44 chỗ,19:00,• Bến xe Giáp Bát - quầy vé 22,2h30m,21:30,• Cây xăng Tiến Tiến,,330000.0,330000.0,0,,4.0,3.8,3.8,4.0,3.5,3.7,4.7,Hà Nội,Thanh Hóa,4.0,11
Văn Minh,4.9 (149),Giường nằm 38 chỗ,9:30,• VP Bến xe Nước Ngầm,2h55m,12:25,• VP Thanh Hóa,,330000.0,330000.0,0,,4.9,4.8,4.8,5.0,4.9,4.8,4.8,Hà Nội,Thanh Hóa,4.9,149
Hoàng Đông Limousine,0 (0),Limousine 11 chỗ,20:30,• VP Mỹ Đình,4h,0:30,• VP Thống Nhất,(16/10),180000.0,180000.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hà Nội,Thanh Hóa,0.0,0
Hoàng Đông Limousine,0 (0),Limousine 11 chỗ,20:30,• VP Mỹ Đình,3h10m,23:40,• VP Quán Lào,,180000.0,180000.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hà Nội,Thanh Hóa,0.0,0
Hoàng Đông Limousine,0 (0),Limousine 11 chỗ,20:30,• VP Mỹ Đình,3h30m,0:00,• VP Kiểu,(16/10),180000.0,180000.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hà Nội,Thanh Hóa,0.0,0
Đông Lý,3.7 (19),Giường nằm 40 chỗ,14:00,• Bến xe Gia Lâm,4h30m,18:30,• Bến xe Như Thanh,,330000.0,330000.0,0,,4.7,4.6,4.7,4.6,3.4,3.9,4.7,Hà Nội,Thanh Hóa,3.7,19
Đông Lý,3.7 (19),Giường nằm 40 chỗ,14:00,• Bến xe Mỹ Đình,4h10m,18:10,• Bến xe Yên Mỹ,,330000.0,330000.0,0,,4.7,4.6,4.7,4.6,3.4,3.9,4.7,Hà Nội,Thanh Hóa,3.7,19
Đông Lý,3.7 (19),Giường nằm 40 chỗ,16:00,• Bến xe Giáp Bát,3h30m,19:30,• Bến xe Yên Mỹ,,330000.0,330000.0,0,,4.7,4.6,4.7,4.6,3.4,3.9,4.7,Hà Nội,Thanh Hóa,3.7,19
Thành Trung Limousine,4 (113),Limousine 11 chỗ,5:00,• Văn phòng Hà Nội,2h30m,7:30,• Văn phòng Nghi Sơn,,280000.0,260000.0,-7,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Thành Trung Limousine,4 (113),Limousine 11 chỗ,8:00,• Văn phòng Hà Nội,2h30m,10:30,• Văn phòng Nghi Sơn,,280000.0,260000.0,-7,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Thành Trung Limousine,4 (113),Limousine 11 chỗ,6:00,• Văn phòng Hà Nội,2h30m,8:30,• Văn phòng Nghi Sơn,,280000.0,260000.0,-7,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Thành Trung Limousine,4 (113),Limousine 11 chỗ,5:15,• Sân bay Nội Bài - Sảnh nội địa,3h15m,8:30,• Văn phòng Nghi Sơn,,530000.0,510000.0,-4,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Thành Trung Limousine,4 (113),Limousine 11 chỗ,5:15,• Sân bay Nội Bài - Sảnh nội địa,2h45m,8:00,• Văn Phòng Thanh Hóa,,480000.0,460000.0,-4,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
Thành Trung Limousine,4 (113),Limousine 11 chỗ,7:15,• Sân bay Nội Bài - Sảnh nội địa,2h45m,10:00,• Văn Phòng Thanh Hóa,,480000.0,460000.0,-4,,4.4,3.9,4.0,4.3,4.3,3.9,4.3,Hà Nội,Thanh Hóa,4.0,113
