company_name,departure_time,pickup_point,arrival_time,dropoff_point,price_original,price_discounted,departure_date,start_point,destination,rating_safety,rating_info_accuracy,rating_info_completeness,rating_staff_attitude,rating_comfort,rating_service_quality,rating_punctuality,rating_overall,reviewer_count,number_of_seat,duration_minutes
Quang Tuyến,23:30:00,Other,06:00,Văn phòng,350000,0,2025-11-14,Hà Nội,Hà Giang,4.3,4.0,4.1,4.0,4.0,4.0,4.3,4.1,261,24,390
Ngọc Sơn,20:45:00,Bến xe,02:15,Văn phòng,350000,330000,2025-11-14,Hà Nội,Hà Giang,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,24,330
Đăng Quang,23:00:00,Other,05:35,Văn phòng,350000,300000,2025-11-14,Hà Nội,Hà Giang,4.8,4.6,4.6,4.6,4.7,4.7,4.6,4.6,21,24,395
Vĩnh Thiện,20:30:00,Bến xe,04:00,Bến xe,350000,0,2025-11-14,Hà Nội,Hà Giang,4.8,4.3,4.2,4.5,4.5,4.7,5.0,4.3,42,24,450
Quang Nghị,22:30:00,Văn phòng,05:00,Bến xe,250000,0,2025-11-14,Hà Nội,Hà Giang,4.2,3.9,4.1,3.9,3.9,3.8,4.4,3.8,718,46,390
Hà Tuấn,12:30:00,Văn phòng,19:00,Văn phòng,350000,0,2025-11-14,Hà Nội,Hà Giang,3.8,3.6,3.6,3.9,3.5,3.5,4.5,3.9,66,24,390
Cầu Mè,09:30:00,Bến xe,16:30,Other,250000,0,2025-11-14,Hà Nội,Hà Giang,4.5,4.2,4.3,4.5,3.8,4.2,4.5,4.3,148,41,420
Bus Vip Limousine Ha Giang,07:00:00,Other,13:00,Other,320000,0,2025-11-14,Hà Nội,Hà Giang,4.8,4.8,4.8,4.9,4.8,4.8,4.4,4.8,11,9,360
Bằng Phấn,16:00:00,Other,22:30,Bến xe,300000,0,2025-11-14,Hà Nội,Hà Giang,4.7,4.7,4.7,4.6,4.6,4.7,4.8,4.7,1735,13,390
Quang Tuyến,23:00:00,Other,05:30,Văn phòng,350000,0,2025-11-14,Hà Nội,Hà Giang,4.3,4.0,4.1,4.0,4.0,4.0,4.3,4.1,261,24,390
Ngọc Sơn,07:00:00,Bến xe,12:30,Văn phòng,350000,330000,2025-11-14,Hà Nội,Hà Giang,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,24,330
Vĩnh Thiện,11:00:00,Bến xe,18:30,Bến xe,350000,0,2025-11-14,Hà Nội,Hà Giang,4.8,4.3,4.2,4.5,4.5,4.7,5.0,4.3,42,24,450
Quang Nghị,20:30:00,Văn phòng,02:30,Văn phòng,250000,0,2025-11-14,Hà Nội,Hà Giang,4.2,3.9,4.1,3.9,3.9,3.8,4.4,3.8,718,21,360
Đăng Quang,21:00:00,Other,03:35,Văn phòng,350000,300000,2025-11-14,Hà Nội,Hà Giang,4.8,4.6,4.6,4.6,4.7,4.7,4.6,4.6,21,24,395
Cầu Mè,07:30:00,Bến xe,14:30,Other,250000,0,2025-11-14,Hà Nội,Hà Giang,4.5,4.2,4.3,4.5,3.8,4.2,4.5,4.3,148,41,420
Hà Tuấn,22:00:00,Văn phòng,04:30,Văn phòng,350000,0,2025-11-14,Hà Nội,Hà Giang,3.8,3.6,3.6,3.9,3.5,3.5,4.5,3.9,66,22,390
Đông Bắc Travel,07:00:00,Văn phòng,13:00,Other,350000,300000,2025-11-14,Hà Nội,Hà Giang,5.0,5.0,5.0,5.0,5.0,5.0,4.9,5.0,42,11,360
Đông Bắc Travel,16:00:00,Văn phòng,22:00,Other,300000,0,2025-11-14,Hà Nội,Hà Giang,5.0,5.0,5.0,5.0,5.0,5.0,4.9,5.0,42,16,360
Trường Phát,12:00:00,Văn phòng,13:20,Bến xe,250000,225000,2025-11-14,Đà Nẵng,Quảng Nam,5.0,5.0,5.0,5.0,5.0,5.0,4.8,4.8,81,7,80
Phúc Lâm,12:00:00,Văn phòng,13:30,Văn phòng,110000,0,2025-11-14,Đà Nẵng,Quảng Nam,4.9,4.9,4.8,4.9,4.8,4.8,5.0,4.9,15,7,90
Gia Phát Car,14:00:00,Văn phòng,15:30,Bến xe,300000,0,2025-11-14,Đà Nẵng,Quảng Nam,5.0,5.0,5.0,5.0,5.0,5.0,4.8,5.0,11,7,90
Hạnh Cafe - Hà Phương Limousine,15:30:00,Văn phòng,18:00,Văn phòng,100000,0,2025-11-14,Đà Nẵng,Quảng Nam,4.6,4.4,4.5,4.4,4.4,4.3,4.8,4.4,7456,36,150
Tân Quang Dũng,19:00:00,Văn phòng,22:15,Bến xe,300000,0,2025-11-14,Đà Nẵng,Quảng Nam,4.1,3.9,4.0,4.0,3.9,3.8,4.3,3.8,2382,32,195
Tân Quang Dũng Limousine,00:20:00,Bến xe,01:50,Other,290000,0,2025-11-14,Đà Nẵng,Quảng Nam,4.3,4.1,4.2,4.3,4.2,4.1,4.4,4.0,206,34,90
VietNam Explore,11:25:00,Other,12:15,Other,130000,120000,2025-11-14,Đà Nẵng,Quảng Nam,4.6,4.6,4.4,4.6,4.6,4.4,5.0,4.4,89,16,50
Barri Ann Travel,13:30:00,Other,14:45,Văn phòng,130000,0,2025-11-14,Đà Nẵng,Quảng Nam,5.0,4.8,4.8,4.8,4.6,4.8,5.0,4.7,83,16,75
Cửa Ông Limousine,09:00:00,Other,09:45,Văn phòng,130000,80000,2025-11-14,Đà Nẵng,Quảng Nam,4.4,4.1,4.3,4.3,4.2,4.1,4.3,4.1,525,34,45
Hội An Food Tour,13:00:00,Other,14:00,Other,110000,0,2025-11-14,Đà Nẵng,Quảng Nam,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7,16,60
Trường Phát,15:30:00,Văn phòng,16:50,Bến xe,250000,225000,2025-11-14,Đà Nẵng,Quảng Nam,5.0,5.0,5.0,5.0,5.0,5.0,4.8,4.8,81,7,80
Gia Phát Car,13:00:00,Văn phòng,14:30,Bến xe,300000,0,2025-11-14,Đà Nẵng,Quảng Nam,5.0,5.0,5.0,5.0,5.0,5.0,4.8,5.0,11,7,90
Phúc Lâm,13:00:00,Văn phòng,14:30,Văn phòng,110000,0,2025-11-14,Đà Nẵng,Quảng Nam,4.9,4.9,4.8,4.9,4.8,4.8,5.0,4.9,15,7,90
VietNam Explore,10:15:00,Other,11:15,Other,130000,120000,2025-11-14,Đà Nẵng,Quảng Nam,4.6,4.6,4.4,4.6,4.6,4.4,5.0,4.4,89,16,60
Barri Ann Travel,21:15:00,Other,22:45,Văn phòng,130000,0,2025-11-14,Đà Nẵng,Quảng Nam,5.0,4.8,4.8,4.8,4.6,4.8,5.0,4.7,83,16,90
Hội An Food Tour,08:00:00,Other,09:00,Other,110000,0,2025-11-14,Đà Nẵng,Quảng Nam,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7,16,60
Diên Hồng,20:00:00,Bến xe,22:30,Bến xe,240000,210000,2025-11-14,Đà Nẵng,Quảng Nam,4.8,4.8,4.8,4.7,4.7,4.7,4.9,4.8,631,43,150
Hải Vân Limousine,10:15:00,Other,12:15,Other,120000,0,2025-11-14,Đà Nẵng,Quảng Nam,4.2,3.8,3.8,3.8,4.0,3.7,3.3,3.8,322,9,120
Hải Vân Limousine,12:15:00,Other,14:15,Other,120000,0,2025-11-14,Đà Nẵng,Quảng Nam,4.2,3.8,3.8,3.8,4.0,3.7,3.3,3.8,322,9,120
Hà Thảo,10:30:00,Văn phòng,12:15,Other,250000,225000,2025-11-14,Đà Nẵng,Quảng Nam,5.0,4.9,4.9,4.9,4.9,4.9,5.0,4.9,169,7,105
