company_name,bus_rating,seat_type,departure_time,pickup_point,arrival_date,arrival_time,dropoff_point,duration,price_original,price_discounted,percent_discount,departure_date,start_point,destination,An toàn,Thông tin chính xác,Thông tin đầy đủ,Thái độ nhân viên,Tiện nghi & thoải mái,Chất lượng dịch vụ,Đúng giờ
Hải Phòng Travel (Đất Cảng),4.4 (1243),Ghế ngồi 27 chỗ,16:02,• Hà Nội,,17:32,• Hải Phòng,1h30m,220.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.5,4.3,4.3,4.4,4.4,4.3,4.4
Hải Âu,4.8 (7244),Limousine 11 chỗ,08:30,• BẾN XE GIA LÂM,,10:10,• BẾN XE THƯỢNG LÝ,1h40m,150.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,,,,,,,
Anh Huy (Hải Phòng),4.6 (998),Ghế ngồi 45 chỗ,15:40,• Văn phòng 65 Khuất Duy Tiến (Big C Mỹ Đình),,16:55,• Văn phòng 97 Hùng Vương (Bến xe Thượng Lý),1h15m,130.000,120.000đ,-8%,"T7, 01/11/2025",Hà Nội,Hải Phòng,,,,,,,
Hải Phòng Travel (Đất Cảng),4.4 (1243),Limousine 11 chỗ,07:01,• Hà Nội,,08:31,• Hải Phòng,1h30m,230.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.5,4.3,4.3,4.4,4.4,4.3,4.4
Hải Âu,4.8 (7244),Ghế ngồi 45 chỗ,13:00,• BẾN XE GIA LÂM,,14:10,• BẾN XE VĨNH NIỆM,1h10m,130.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,,,,,,,
Hải Âu,4.8 (7244),Ghế ngồi 16 chỗ,12:00,• BẾN XE NƯỚC NGẦM,,13:40,• BẾN XE THƯỢNG LÝ,1h40m,130.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.8,4.8,4.9,4.8,4.8,4.8,4.9
Hải Âu,4.8 (7244),Ghế ngồi 45 chỗ,15:00,• BẾN XE GIA LÂM,,16:10,• BẾN XE VĨNH NIỆM,1h10m,130.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.8,4.8,4.9,4.8,4.8,4.8,4.9
Hải Âu,4.8 (7244),Ghế ngồi 16 chỗ,14:00,• BẾN XE NƯỚC NGẦM,,15:40,• BẾN XE THƯỢNG LÝ,1h40m,130.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.8,4.8,4.9,4.8,4.8,4.8,4.9
Hải Phòng Travel (Đất Cảng),4.4 (1243),Ghế ngồi 27 chỗ,21:04,• Hà Nội,,22:34,• Hải Phòng,1h30m,220.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.5,4.3,4.3,4.4,4.4,4.3,4.4
Hải Âu,4.8 (7244),Limousine 11 chỗ,13:30,• BẾN XE GIA LÂM,,14:40,• BẾN XE VĨNH NIỆM,1h10m,150.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.8,4.8,4.9,4.8,4.8,4.8,4.9
Anh Huy (Hải Phòng),4.6 (998),Ghế ngồi 45 chỗ,13:15,• Văn phòng 65 Khuất Duy Tiến (Big C Mỹ Đình),,14:30,• Văn phòng 97 Hùng Vương (Bến xe Thượng Lý),1h15m,130.000,120.000đ,-8%,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.7,4.6,4.7,4.6,4.5,4.5,4.5
Anh Huy (Hải Phòng),4.6 (998),Ghế ngồi 45 chỗ,15:10,• Bến xe Yên Nghĩa,,16:55,• Văn phòng 97 Hùng Vương (Bến xe Thượng Lý),1h45m,130.000,120.000đ,-8%,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.7,4.6,4.7,4.6,4.5,4.5,4.5
Hải Âu,4.8 (7244),Limousine 11 chỗ,12:30,• BẾN XE GIA LÂM,,13:40,• BẾN XE VĨNH NIỆM,1h10m,150.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.8,4.8,4.9,4.8,4.8,4.8,4.9
Hải Âu,4.8 (7244),Ghế ngồi 16 chỗ,13:00,• BẾN XE NƯỚC NGẦM,,14:40,• BẾN XE THƯỢNG LÝ,1h40m,130.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,,,,,,,
Hải Phòng Travel (Đất Cảng),4.4 (1243),Limousine 11 chỗ,12:01,• Hà Nội,,13:31,• Hải Phòng,1h30m,230.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.5,4.3,4.3,4.4,4.4,4.3,4.4
Hải Âu,4.8 (7244),Ghế ngồi 45 chỗ,11:00,• BẾN XE GIA LÂM,,12:10,• BẾN XE VĨNH NIỆM,1h10m,130.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.8,4.8,4.9,4.8,4.8,4.8,4.9
Hải Âu,4.8 (7244),Ghế ngồi 44 chỗ,09:00,• BẾN XE GIA LÂM,,10:00,• VĂN PHÒNG 602 PHẠM VĂN ĐỒNG,1h,130.000,,,"T7, 01/11/2025",Hà Nội,Hải Phòng,4.8,4.8,4.9,4.8,4.8,4.8,4.9
Anh Huy (Hải Phòng),4.6 (998),Ghế ngồi 45 chỗ,07:40,• Văn phòng 65 Khuất Duy Tiến (Big C Mỹ Đình),,08:50,• Văn phòng Quán Toan,1h10m,130.000,120.000đ,-8%,"T7, 01/11/2025",Hà Nội,Hải Phòng,,,,,,,
