,bus_name,bus_rating,seat_type,departure_time,pick_up_point,arrival_date,arrival_time,drop_of_point,duartion,original_price,sale_price,percent_discount,departure_date,start_point,destination,An toàn,Thông tin chính xác,Thông tin đầy đủ,Thái độ nhân viên,Tiện nghi & thoải mái,Chất lượng dịch vụ,Đúng giờ,
283,FUTA HÀ SƠN,4.8 (318),Limousine 24 chỗ,14:20,"• Bến xe Nước Ngầm, Hà Nội",,16:20,"• Nút giao Gia Miêu, Hà Trung, Thanh Hóa",2h,390.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.7,4.8,4.8,4.8,4.7,4.8,
284,Thành Trung Limousine,4 (113),Limousine 11 chỗ,11:00,• Văn phòng Hà Nội,,13:30,• Văn phòng Nghi Sơn,2h30m,280.000,260.000,-7%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
285,Thành Trung Limousine,4 (113),Limousine 11 chỗ,12:00,• Văn phòng Hà Nội,,14:30,• Văn phòng Nghi Sơn,2h30m,280.000,260.000,-7%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
286,Thành Trung Limousine,4 (113),Limousine 11 chỗ,10:00,• Văn phòng Hà Nội,,12:30,• Văn phòng Nghi Sơn,2h30m,280.000,260.000,-7%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
287,Thành Trung Limousine,4 (113),Limousine 11 chỗ,17:00,• Văn phòng Hà Nội,,19:30,• Văn phòng Nghi Sơn,2h30m,280.000,260.000,-7%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
288,Thành Trung Limousine,4 (113),Limousine 11 chỗ,09:00,• Văn phòng Hà Nội,,11:30,• Văn phòng Nghi Sơn,2h30m,280.000,260.000,-7%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
289,Thành Trung Limousine,4 (113),Limousine 9 chỗ,07:00,• Văn phòng Hà Nội,,09:30,• Văn phòng Nghi Sơn,2h30m,280.000,260.000,-7%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
290,Thành Trung Limousine,4 (113),Limousine 11 chỗ,14:00,• Văn phòng Hà Nội,,16:30,• Văn phòng Nghi Sơn,2h30m,280.000,260.000,-7%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
291,Thành Trung Limousine,4 (113),Limousine 11 chỗ,15:00,• Văn phòng Hà Nội,,17:30,• Văn phòng Nghi Sơn,2h30m,280.000,260.000,-7%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
292,Thành Trung Limousine,4 (113),Limousine 11 chỗ,13:00,• Văn phòng Hà Nội,,15:30,• Văn phòng Nghi Sơn,2h30m,280.000,260.000,-7%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
293,Thành Trung Limousine,4 (113),Limousine 11 chỗ,18:00,• Văn phòng Hà Nội,,20:30,• Văn phòng Nghi Sơn,2h30m,280.000,260.000,-7%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
294,Nam Quỳnh Anh,4.2 (2035),Limousine 22 phòng VIP,22:30,• Bến xe Nước Ngầm,(16/10),01:30,• Big C Thanh Hóa,3h,350.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.5,4.3,4.5,4.2,4.2,4.2,4.7,
295,Thành Trung Limousine,4 (113),Limousine 11 chỗ,19:00,• Văn phòng Hà Nội,,21:30,• Văn phòng Nghi Sơn,2h30m,280.000,260.000,-7%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
296,Thành Trung Limousine,4 (113),Limousine 11 chỗ,20:00,• Văn phòng Hà Nội,,22:30,• Văn phòng Nghi Sơn,2h30m,280.000,260.000,-7%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
297,Thành Trung Limousine,4 (113),Limousine 11 chỗ,22:00,• Văn phòng Hà Nội,(16/10),00:30,• Văn phòng Nghi Sơn,2h30m,280.000,260.000,-7%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
298,Thành Trung Limousine,4 (113),Limousine 11 chỗ,23:00,• Văn phòng Hà Nội,(16/10),01:30,• Văn phòng Nghi Sơn,2h30m,280.000,260.000,-7%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
299,Thành Trung Limousine,4 (113),Limousine 11 chỗ,16:00,• Văn phòng Hà Nội,,18:30,• Văn phòng Nghi Sơn,2h30m,280.000,260.000,-7%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
300,Nam Quỳnh Anh,4.2 (2035),Limousine 22 phòng VIP,20:45,• Nhổn,(16/10),01:30,• Big C Thanh Hóa,4h45m,370.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.5,4.3,4.5,4.2,4.2,4.2,4.7,
301,Nam Quỳnh Anh,4.2 (2035),Limousine 22 phòng VIP,20:15,• Ngã 4 Chợ Gạch,(16/10),01:30,• Big C Thanh Hóa,5h15m,370.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.5,4.3,4.5,4.2,4.2,4.2,4.7,
302,Nam Quỳnh Anh,4.2 (2035),Limousine 22 phòng VIP,21:00,• Thăng Long Number One,(16/10),01:30,• Big C Thanh Hóa,4h30m,350.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.5,4.3,4.5,4.2,4.2,4.2,4.7,
303,Phú Quý,4.3 (468),Limousine giường phòng 22 phòng (WC) (new),14:10,• Bến xe Nước Ngầm,,17:10,• BigC Thanh Hóa,3h,400.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,4.3,4.4,4.5,4.1,4.2,4.9,
304,Phú Quý,4.3 (468),Limousine giường phòng 32 chỗ (WC),09:50,• Bến xe Nước Ngầm,,12:50,• BigC Thanh Hóa,3h,300.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,4.3,4.4,4.5,4.1,4.2,4.9,
305,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,05:00,• Bến xe Nước Ngầm,,08:00,• Bến xe khách Sầm Sơn,3h,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
306,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,06:30,• Bến xe Nước Ngầm,,10:00,• Văn Phòng Nghi Sơn,3h30m,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
307,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,07:00,• Bến xe Nước Ngầm,,10:00,• Bến xe Thọ Xuân,3h,230.000,200.000,-13%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
308,Vĩnh Quang,4.8 (25),Limousine 10 chỗ,09:30,• VP 64 Võ Chí Công,,12:55,• VP Thanh Hóa - 143 Lê Hồng Phong,3h25m,170.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,5.0,4.8,4.9,4.9,4.9,4.9,4.8,
309,Vĩnh Quang,4.8 (25),Limousine 10 chỗ,17:30,• VP 64 Võ Chí Công,,20:55,• VP Thanh Hóa - 143 Lê Hồng Phong,3h25m,170.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,5.0,4.8,4.9,4.9,4.9,4.9,4.8,
310,Vĩnh Quang,4.8 (25),Limousine 10 chỗ,11:30,• VP 64 Võ Chí Công,,14:55,• VP Thanh Hóa - 143 Lê Hồng Phong,3h25m,170.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,5.0,4.8,4.9,4.9,4.9,4.9,4.8,
311,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,08:00,• Bến xe Nước Ngầm,,11:00,• Bến xe phía bắc Thanh Hóa,3h,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
312,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,06:00,• Bến xe Nước Ngầm,,09:00,• Bến xe khách Sầm Sơn,3h,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
313,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,09:00,• Bến xe Nước Ngầm,,12:00,• Bến xe khách Triệu Sơn,3h,230.000,200.000,-13%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
314,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,04:30,• Bến xe Nước Ngầm,,07:30,• Bến xe phía bắc Thanh Hóa,3h,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
315,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,05:00,• Bến xe Nước Ngầm,,08:00,• Bến xe Thọ Xuân,3h,230.000,200.000,-13%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
316,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,04:00,• Bến xe Nước Ngầm,,07:30,• Văn Phòng Nghi Sơn,3h30m,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
317,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,04:00,• Bến xe Nước Ngầm,,07:00,• Văn Phòng Quảng Xương,3h,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
318,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,08:00,• Bến xe Nước Ngầm,,11:00,• Bến xe Thọ Xuân,3h,230.000,200.000,-13%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
319,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,09:30,• Bến xe Nước Ngầm,,13:00,• Văn Phòng Nghi Sơn,3h30m,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
320,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,05:00,• Bến xe Nước Ngầm,,08:00,• Bến xe khách Triệu Sơn,3h,230.000,200.000,-13%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
321,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,05:00,• Bến xe Nước Ngầm,,08:00,• Bến xe phía bắc Thanh Hóa,3h,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
322,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,04:30,• Bến xe Nước Ngầm,,07:30,• Văn Phòng Quảng Xương,3h,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
323,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,07:30,• Bến xe Nước Ngầm,,11:00,• Văn Phòng Nghi Sơn,3h30m,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
324,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,07:00,• Bến xe Nước Ngầm,,10:00,• Bến xe phía bắc Thanh Hóa,3h,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
325,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,06:00,• Bến xe Nước Ngầm,,09:00,• Bến xe phía bắc Thanh Hóa,3h,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
326,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,09:00,• Bến xe Nước Ngầm,,12:00,• Bến xe phía bắc Thanh Hóa,3h,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
327,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,10:00,• Bến xe Nước Ngầm,,13:00,• Bến xe Thọ Xuân,3h,230.000,200.000,-13%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
328,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,09:00,• Bến xe Nước Ngầm,,12:00,• Bến xe Thọ Xuân,3h,230.000,200.000,-13%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
329,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,10:30,• Bến xe Nước Ngầm,,14:00,• Văn Phòng Nghi Sơn,3h30m,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
330,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,07:00,• Bến xe Nước Ngầm,,10:00,• Bến xe khách Triệu Sơn,3h,230.000,200.000,-13%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
331,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,05:30,• Bến xe Nước Ngầm,,09:00,• Văn Phòng Nghi Sơn,3h30m,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
332,Vĩnh Quang,4.8 (25),Limousine 10 chỗ,15:30,• VP 64 Võ Chí Công,,18:55,• VP Thanh Hóa - 143 Lê Hồng Phong,3h25m,170.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,5.0,4.8,4.9,4.9,4.9,4.9,4.8,
333,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,08:00,• Bến xe Nước Ngầm,,11:00,• Bến xe khách Triệu Sơn,3h,230.000,200.000,-13%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
334,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,08:00,• Bến xe Nước Ngầm,,11:00,• Bến xe khách Sầm Sơn,3h,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
335,Vĩnh Quang,4.8 (25),Limousine 10 chỗ,05:30,• VP 64 Võ Chí Công,,08:55,• VP Thanh Hóa - 143 Lê Hồng Phong,3h25m,170.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,5.0,4.8,4.9,4.9,4.9,4.9,4.8,
336,Vĩnh Quang,4.8 (25),Limousine 10 chỗ,13:30,• VP 64 Võ Chí Công,,16:55,• VP Thanh Hóa - 143 Lê Hồng Phong,3h25m,170.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,5.0,4.8,4.9,4.9,4.9,4.9,4.8,
337,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,10:00,• Bến xe Nước Ngầm,,13:00,• Bến xe khách Sầm Sơn,3h,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
338,Vĩnh Quang,4.8 (25),Limousine 10 chỗ,19:30,• VP 64 Võ Chí Công,,22:55,• VP Thanh Hóa - 143 Lê Hồng Phong,3h25m,170.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,5.0,4.8,4.9,4.9,4.9,4.9,4.8,
339,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,07:00,• Bến xe Nước Ngầm,,10:00,• Bến xe khách Sầm Sơn,3h,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
340,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,06:00,• Bến xe Nước Ngầm,,09:00,• Bến xe Thọ Xuân,3h,230.000,200.000,-13%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
341,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,10:00,• Bến xe Nước Ngầm,,13:00,• Bến xe khách Triệu Sơn,3h,230.000,200.000,-13%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
342,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,06:00,• Bến xe Nước Ngầm,,09:00,• Bến xe khách Triệu Sơn,3h,230.000,200.000,-13%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
343,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,04:30,• Bến xe Nước Ngầm,,08:00,• Văn Phòng Nghi Sơn,3h30m,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
344,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,05:30,• Bến xe Nước Ngầm,,08:30,• Văn Phòng Quảng Xương,3h,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
345,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,07:30,• Bến xe Nước Ngầm,,10:30,• Văn Phòng Quảng Xương,3h,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
346,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,08:30,• Bến xe Nước Ngầm,,12:00,• Văn Phòng Nghi Sơn,3h30m,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
347,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,09:30,• Bến xe Nước Ngầm,,12:30,• Văn Phòng Quảng Xương,3h,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
348,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,10:00,• Bến xe Nước Ngầm,,13:00,• Bến xe phía bắc Thanh Hóa,3h,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
349,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,10:30,• Bến xe Nước Ngầm,,13:30,• Văn Phòng Quảng Xương,3h,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
350,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,06:30,• Bến xe Nước Ngầm,,09:30,• Văn Phòng Quảng Xương,3h,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
351,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,08:30,• Bến xe Nước Ngầm,,11:30,• Văn Phòng Quảng Xương,3h,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.9,4.9,4.9,4.9,4.9,4.9,5.0,
352,Nam Quỳnh Anh,4.2 (2035),Limousine 24 phòng VIP,16:50,• Bến xe Nước Ngầm,,20:05,• Big C Thanh Hóa,3h15m,350.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.5,4.3,4.5,4.2,4.2,4.2,4.7,
353,Nam Quỳnh Anh,4.2 (2035),Limousine 22 phòng VIP,23:55,• Bến xe Nước Ngầm,(16/10),03:10,• Big C Thanh Hóa,3h15m,350.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.5,4.3,4.5,4.2,4.2,4.2,4.7,
354,Nam Quỳnh Anh,4.2 (2035),Limousine 22 phòng VIP,15:20,• Bến xe Nước Ngầm,,18:35,• Big C Thanh Hóa,3h15m,350.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.5,4.3,4.5,4.2,4.2,4.2,4.7,
355,Nam Quỳnh Anh,4.2 (2035),Limousine 22 phòng VIP,23:30,• Bến xe Nước Ngầm,(16/10),02:45,• Big C Thanh Hóa,3h15m,350.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.5,4.3,4.5,4.2,4.2,4.2,4.7,
356,Nam Quỳnh Anh,4.2 (2035),Limousine 20 phòng VIP,12:05,• Bến xe Nước Ngầm,,15:20,• Big C Thanh Hóa,3h15m,350.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.5,4.3,4.5,4.2,4.2,4.2,4.7,
357,Duy Khánh Limousine,3.8 (656),Cabin đôi 24 phòng,16:45,• VP 16 Hàng Chĩnh,,22:00,• Văn Phòng Thanh Hóa,5h15m,350.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.0,4.0,4.1,4.0,3.9,3.8,4.1,
358,Vân Anh Limousine,4.8 (32),Limousine Giường phòng 24 chỗ,09:00,• Bến xe Nước Ngầm,,12:00,• Bến xe khách Sầm Sơn,3h,230.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,,,,,,,,
359,Vĩnh Quang,4.8 (25),Limousine 10 chỗ,07:30,• VP 64 Võ Chí Công,,10:55,• VP Thanh Hóa - 143 Lê Hồng Phong,3h25m,170.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,5.0,4.8,4.9,4.9,4.9,4.9,4.8,
360,Pu Luong Excursions,4.9 (16),Limousine 9 chỗ,06:40,• Phố Cổ Hà Nội,,11:40,• Gateway Inn Puluong,5h,350.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.7,5.0,5.0,5.0,4.9,5.0,5.0,
361,Nam Quỳnh Anh,4.2 (2035),Limousine 22 phòng VIP,00:30,• Bến xe Nước Ngầm,,02:30,• Big C Thanh Hóa,2h,350.000,,,"T4, 15/10/2025",Hà Nội,Thanh Hóa,,,,,,,,
362,Thành Trung Limousine,4 (113),Limousine 11 chỗ,10:15,• Sân bay Nội Bài - Sảnh nội địa,,13:30,• Văn phòng Nghi Sơn,3h15m,530.000,510.000,-4%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
363,Thành Trung Limousine,4 (113),Limousine 11 chỗ,11:15,• Sân bay Nội Bài - Sảnh nội địa,,14:30,• Văn phòng Nghi Sơn,3h15m,530.000,510.000,-4%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
364,Thành Trung Limousine,4 (113),Limousine 11 chỗ,12:15,• Sân bay Nội Bài - Sảnh nội địa,,15:30,• Văn phòng Nghi Sơn,3h15m,530.000,510.000,-4%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
365,Thành Trung Limousine,4 (113),Limousine 11 chỗ,10:15,• Sân bay Nội Bài - Sảnh nội địa,,13:00,• Văn Phòng Thanh Hóa,2h45m,480.000,460.000,-4%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
366,Thành Trung Limousine,4 (113),Limousine 11 chỗ,18:15,• Sân bay Nội Bài - Sảnh nội địa,,21:30,• Văn phòng Nghi Sơn,3h15m,530.000,510.000,-4%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
367,Thành Trung Limousine,4 (113),Limousine 11 chỗ,08:15,• Sân bay Nội Bài - Sảnh nội địa,,11:00,• Văn Phòng Thanh Hóa,2h45m,480.000,460.000,-4%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
368,Thành Trung Limousine,4 (113),Limousine 11 chỗ,08:15,• Sân bay Nội Bài - Sảnh nội địa,,11:30,• Văn phòng Nghi Sơn,3h15m,530.000,510.000,-4%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
369,Thành Trung Limousine,4 (113),Limousine 11 chỗ,17:15,• Sân bay Nội Bài - Sảnh nội địa,,20:00,• Văn Phòng Thanh Hóa,2h45m,480.000,460.000,-4%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
370,Thành Trung Limousine,4 (113),Limousine 11 chỗ,12:15,• Sân bay Nội Bài - Sảnh nội địa,,15:00,• Văn Phòng Thanh Hóa,2h45m,480.000,460.000,-4%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
371,Thành Trung Limousine,4 (113),Limousine 11 chỗ,17:15,• Sân bay Nội Bài - Sảnh nội địa,,20:30,• Văn phòng Nghi Sơn,3h15m,530.000,510.000,-4%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
372,Thành Trung Limousine,4 (113),Limousine 11 chỗ,14:15,• Sân bay Nội Bài - Sảnh nội địa,,17:00,• Văn Phòng Thanh Hóa,2h45m,480.000,460.000,-4%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
373,Thành Trung Limousine,4 (113),Limousine 11 chỗ,15:15,• Sân bay Nội Bài - Sảnh nội địa,,18:00,• Văn Phòng Thanh Hóa,2h45m,480.000,460.000,-4%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
374,Thành Trung Limousine,4 (113),Limousine 11 chỗ,16:15,• Sân bay Nội Bài - Sảnh nội địa,,19:00,• Văn Phòng Thanh Hóa,2h45m,480.000,460.000,-4%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
375,Thành Trung Limousine,4 (113),Limousine 11 chỗ,16:15,• Sân bay Nội Bài - Sảnh nội địa,,19:30,• Văn phòng Nghi Sơn,3h15m,530.000,510.000,-4%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
376,Thành Trung Limousine,4 (113),Limousine 11 chỗ,11:15,• Sân bay Nội Bài - Sảnh nội địa,,14:00,• Văn Phòng Thanh Hóa,2h45m,480.000,460.000,-4%,"T4, 15/10/2025",Hà Nội,Thanh Hóa,4.4,3.9,4.0,4.3,4.3,3.9,4.3,
